brand_name,generic_name,num_mfr,spend_2019,claims_2019,benes_2019,unit_cost_2019,spend_2020,claims_2020,benes_2020,unit_cost_2020,spend_2021,claims_2021,benes_2021,unit_cost_2021,spend_2022,claims_2022,benes_2022,unit_cost_2022,spend_2023,claims_2023,benes_2023,unit_cost_2023,growth_rate
Clodan,Clobetasol Propionate,1,14994.1,49.0,27.0,1.9549022164,6524.08,27.0,14.0,1.6261415753,4400.18,27.0,13.0,1.2028922909,3284.74,18.0,,1.1134711864,5439.32,33,17.0,1.1242910294,-0.129159885
Cloderm,Clocortolone Pivalate,1,13367.38,33.0,153.0,7.4887282913,96062.59,220.0,190.0,7.3358220695,107020.88,255.0,182.0,7.7215642136,43811.73,115.0,90.0,8.3213162393,30734.5,75,59.0,8.5373611111,0.0333058651
Clomid,Clomiphene Citrate,1,,,,,,,,,,,,,24878.74,248.0,209.0,2.4496593147,564274.2,3291,1005.0,4.8344466863,0.9735179734
Clomiphene Citrate,Clomiphene Citrate,1,3214.19,31.0,11.0,3.707254902,215034.8,3015.0,855.0,1.969579952,224326.87,3050.0,931.0,2.0328669687,199507.63,2778.0,921.0,1.9475179126,15762.26,228,155.0,2.4119755164,-0.101888801
Clomipramine HCl,Clomipramine HCl,20,53488454.73,130231.0,16571.0,5.6210426076,45262211.95,126672.0,15677.0,4.8213115961,36753467.7,121349.0,15493.0,4.0499969117,31568656.99,118772.0,15411.0,3.5583522765,26081412.68,119625,15618.0,2.8858407912,-0.153525513
Clonazepam,Clonazepam,11,62613296.22,7356089.0,1412097.0,0.1514806104,81489194.09,9372463.0,1391162.0,0.1548741869,78330597.76,9223099.0,1366395.0,0.1522282508,77250633.94,9047983.0,1336304.0,0.1541800077,81576406.69,8844464,1317240.0,0.1684420895,0.0268887439
Clonidine,Clonidine,4,84524315.79,514995.0,106749.0,27.170650154,76482220.94,489400.0,103410.0,24.406478219,77544767.7,469572.0,103844.0,24.985474114,76073173.74,451271.0,101216.0,24.919573132,75620401.95,458979,102502.0,24.402248352,-0.026507852
Clonidine HCl,Clonidine HCl,12,37577944.47,3970712.0,971938.0,0.0926495888,38535313.93,3842990.0,935818.0,0.0936639824,35814029.07,3690833.0,933692.0,0.0903505219,35084568.4,3575732.0,918899.0,0.091837049,34748411.58,3533344,915528.0,0.0935794939,0.00249981
Clonidine HCl ER,Clonidine HCl,8,1621776.23,7007.0,1844.0,2.6866397376,1354656.01,6970.0,1769.0,2.1558538635,1412310.09,8353.0,2040.0,1.8424640805,1664153.1,10246.0,2397.0,1.7889365709,1755869.13,11945,2806.0,1.645478693,-0.115351578
Clopidogrel,Clopidogrel Bisulfate,24,187356938.22,13684477.0,3094821.0,0.2316276305,184666516.76,13401662.0,3085966.0,0.2215789049,158313686.01,12929967.0,3138628.0,0.1925961311,200676447.12,12828367.0,3178494.0,0.243864133,201696338.51,13022891,3259636.0,0.241489782,0.0104785497
Clorazepate Dipotassium,Clorazepate Dipotassium,6,23282764.52,216335.0,41534.0,1.7261195706,21934042.36,199268.0,36387.0,1.7536956419,19813724.34,180911.0,33318.0,1.7402382794,18810132.64,160507.0,29516.0,1.8745925687,16602385.27,143857,26466.0,1.8601468103,0.0188707306
Clotrimazole*,Clotrimazole,9,29176038.88,926162.0,525569.0,0.7372478332,25269136.08,857851.0,463900.0,0.6861064934,24366409.46,883785.0,487923.0,0.6807558784,26094201.33,915535.0,506081.0,0.704130087,24512772.11,965994,538888.0,0.6368496213,-0.035936041
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,5,46200302.42,1548776.0,881091.0,0.7531827905,45163146.96,1599878.0,863634.0,0.7055790587,43667129.3,1609455.0,887836.0,0.6863668046,48286181.52,1598988.0,879402.0,0.7623198289,47799497.21,1658400,919463.0,0.7223636522,-0.010390458
Clozapine,Clozapine,11,82949965.27,1146914.0,66522.0,1.2308572078,84099356.71,1178493.0,66604.0,1.2055936324,89745541.2,1163155.0,66310.0,1.3234388487,94062964.08,1142851.0,65340.0,1.4217345375,85570390.31,1129336,64860.0,1.3326047646,0.0200546081
Clozapine ODT,Clozapine,3,23282988.89,47931.0,3246.0,9.6728276215,22761592.25,45380.0,3071.0,9.8078170455,20840060.16,41975.0,2929.0,9.7945207664,20488193.76,41058.0,2957.0,10.030962795,18620762.71,39057,2860.0,9.5058872153,-0.004342884
Clozaril,Clozapine,1,15875977.34,11446.0,880.0,13.132841784,16137287.41,11724.0,905.0,13.20155999,14076534.52,10096.0,742.0,13.32749203,13300889.85,9438.0,685.0,13.505333591,12675375.63,8395,616.0,14.071395772,0.0174067544
Co Q-10,Ubidecarenone,1,,,,,,,,,,,,,208.61,16.0,,0.2288310983,634.24,31,,0.3119104719,0.3630598035
Coartem,Artemether/Lumefantrine,1,93361.21,447.0,170.0,5.1956820079,75007.74,325.0,125.0,5.1879748236,71375.6,286.0,104.0,5.2482058824,65904.62,246.0,103.0,5.3559219829,95091.7,301,141.0,5.9306286641,0.033628659
Codeine Sulfate,Codeine Sulfate,2,1293594.67,20859.0,5060.0,0.6154768823,1157073.09,16924.0,3951.0,0.7063842407,1295085.57,16573.0,3896.0,0.8123753136,1271668.13,15789.0,3748.0,0.8318948574,1122751.08,14566,3569.0,0.7912148652,0.0648064501
Colazal,Balsalazide Disodium,1,333338.25,152.0,31.0,5.3105553697,229652.25,115.0,27.0,5.2648383769,246663.81,95.0,25.0,5.6071425973,217430.48,75.0,19.0,5.857186574,196715.92,61,14.0,6.2868622563,0.0430941289
Colchicine,Colchicine,17,144710960.22,773528.0,319970.0,4.7106716248,133252907.83,797473.0,336010.0,4.1109051383,134678974.52,1120127.0,460409.0,2.8621189211,117218052.91,1134150.0,467933.0,2.3875851667,99039830.21,1303507,553640.0,1.7427139852,-0.220105565
Colcrys,Colchicine,1,140555222.02,514645.0,194202.0,7.0476418043,141601305.54,482043.0,179262.0,7.3308289667,10099832.95,38242.0,23810.0,6.5577369265,2327271.63,6546.0,2797.0,6.823932965,1044074.85,2691,1022.0,7.0689843464,0.0007562227
Colesevelam HCl,Colesevelam HCl,10,114632229.37,219460.0,60743.0,3.1546160726,102590751.58,227830.0,61140.0,2.6671815218,87119570.52,234677.0,65573.0,2.2121393119,86643004.85,231548.0,63626.0,2.2115071786,83467254.34,240903,66749.0,1.994408811,-0.108303795
Colestid,Colestipol HCl,1,261706.34,592.0,201.0,3.5996422658,301135.79,1020.0,473.0,2.652286499,353580.11,1663.0,860.0,2.1980418407,135142.46,437.0,256.0,2.9875150722,199073.35,835,438.0,2.4258211785,-0.093954808
Colestipol HCl,Colestipol HCl,4,40750410.84,386045.0,109721.0,0.8991538275,42161392.31,390056.0,111077.0,0.8973200128,44189845.46,401685.0,120354.0,0.9063312626,45248193.75,428712.0,130320.0,0.8735896485,46835796.18,459837,141803.0,0.8304345147,-0.019680033
Colistimethate,Colistin (Colistimethate Na),3,2265331.01,2698.0,2071.0,12.965310549,4679082.47,4587.0,1770.0,19.459154524,3762470.58,4013.0,1602.0,17.553411441,3960774.89,4020.0,1440.0,18.854108743,4526006.04,4431,1652.0,21.369407503,0.1330586466
Coly-Mycin M Parenteral,Colistin (Colistimethate Na),1,20995.92,35.0,12.0,28.220322581,18367.52,43.0,,28.214316436,40732.13,45.0,15.0,27.046567065,63384.53,63.0,18.0,28.334613321,29630.36,39,12.0,25.844186655,-0.021749173
Combigan,Brimonidine Tartrate/Timolol,1,359255323.36,1263163.0,282811.0,35.682713317,379353448.9,1229907.0,269143.0,37.482631911,392681109.22,1166848.0,262504.0,39.892236734,291993108.35,805567.0,208466.0,42.23113485,232102952.78,610114,144502.0,43.399186733,0.0501611072
Combipatch,Estradiol/Norethindrone Acet,1,3050813.49,10620.0,2655.0,23.84486068,3411638.28,10668.0,2658.0,25.84568004,3921843.89,10996.0,2754.0,27.868014835,4218918.03,11105.0,2784.0,29.670474317,4681878.39,11543,3033.0,30.777234205,0.0658809492
Combivent Respimat,Ipratropium/Albuterol Sulfate,1,508195502.17,924971.0,232850.0,102.34236499,546288280.29,930933.0,239713.0,108.97801598,520262761.18,838701.0,214438.0,115.06294653,484615822.22,752921.0,192415.0,120.71972769,456397647.02,683764,176341.0,125.18940925,0.0516664886
Combivir,Lamivudine/Zidovudine,1,486783.8,490.0,81.0,14.913719363,361109.25,364.0,58.0,15.219980191,257751.64,253.0,40.0,15.621312462,231984.08,215.0,32.0,15.373370236,167801.71,159,25.0,15.981118282,0.0174317822
Cometriq,Cabozantinib S-Malate,1,8548566.51,601.0,137.0,222.49509919,9076794.71,561.0,110.0,241.69641287,5847706.5,343.0,83.0,235.01371236,3978052.23,226.0,47.0,239.28719481,3456786.94,188,43.0,250.95993144,0.0305545484
Comfort Ez Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,600086.25,6497.0,2398.0,0.6873989941,830195.61,7736.0,2640.0,0.8117140917,775781.97,6880.0,2519.0,0.8488913768,710513.79,6127.0,2391.0,0.8603122072,598174.36,5056,2015.0,0.8689720563,0.060349973
Comfort Ez Insulin Syringe,"Syringe And Needle,Insulin,1ml",2,4711269.67,40746.0,15506.0,0.7047698791,5152569.34,37837.0,13508.0,0.8338927309,4565126.85,31243.0,11555.0,0.8644562165,3785367.81,26518.0,9825.0,0.8652955225,2657149.63,20113,7484.0,0.836895305,0.0438929131
Comfort Ez Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",2,2187380.76,24971.0,8166.0,0.6968116894,2741748.05,26969.0,8189.0,0.8187613158,2364490.44,22281.0,7035.0,0.8523510636,2189681.07,19747.0,6660.0,0.7591464574,1741736.96,16159,5718.0,0.8043272996,0.0365239597
Comfort Ez Pen Needle,"Pen Needle, Diabetic",2,32631485.15,279030.0,85703.0,0.8166181685,39075160.83,316649.0,91898.0,0.868503511,37869290.28,297121.0,89489.0,0.8971837111,36192262.65,292577.0,91128.0,0.8516840916,32265505.18,279702,92044.0,0.8132082189,-0.001045563
Comfort Ez Pro Safety Pen Ndl,"Pen Needle, Diabetic, Safety",1,,,,,,,,,,,,,,,,,396339.64,2126,1765.0,1.3522073836,
Comfort Touch Pen Needle,"Pen Needle, Diabetic",1,,,,,,,,,2525938.58,19718.0,5839.0,0.9991421917,1210678.89,8677.0,2626.0,1.0486067029,899725.35,6424,1923.0,1.0667416566,0.0332751338
Complera,Emtricita/Rilpivirine/Tenof Df,1,51900423.54,17383.0,2291.0,94.821445805,37132243.16,11433.0,1404.0,100.6921473,31059813.41,9265.0,1104.0,106.97922541,28429945.15,7919.0,919.0,114.0619665,25685851.23,6649,782.0,121.98074411,0.0649915853
Complete Natal DHA,PNV Cmb 52/Iron/FA/Omega-3/DHA,1,3615.64,125.0,47.0,0.3882774914,3956.9,120.0,48.0,0.4229264643,5551.43,143.0,60.0,0.4158374532,9600.92,230.0,87.0,0.4210929825,10589.66,294,96.0,0.4169485786,0.017970214
Completenate,Prenatal Vit 14/Iron Fum/Folic,1,9106.87,286.0,119.0,0.5816113169,3385.78,102.0,40.0,0.6359466566,2068.43,66.0,26.0,0.682650165,3144.7,89.0,39.0,0.6592662474,3406.54,94,41.0,0.68198999,0.0406059097
Compro,Prochlorperazine,1,1282809.28,10741.0,7355.0,7.291050397,1310954.22,9567.0,6421.0,7.719142812,1152134.67,8558.0,5811.0,7.6794643,1059486.58,8159.0,5511.0,7.4320207356,1265415.44,9899,6848.0,7.7156184797,0.014250338
Comtan,Entacapone,1,,,61.0,,,,42.0,,15735.44,18.0,18.0,6.9015087719,47765.51,35.0,,7.6181036683,32654.4,23,,7.6653521127,0.0538869637
Concept DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA,1,16547.05,364.0,134.0,1.0644612416,10320.44,201.0,87.0,1.0479731925,1742.87,41.0,32.0,1.037422619,573.12,18.0,13.0,1.093740458,628.83,18,,1.1666604824,0.0231838078
Concerta,Methylphenidate HCl,1,5364643.89,13446.0,2435.0,9.992169291,4979001.56,9638.0,1882.0,12.610078653,5342625.01,10190.0,1986.0,12.839082539,6601901.56,12376.0,2832.0,13.41349705,14681764.18,26513,6062.0,14.159542403,0.0910567959
Condylox,Podofilox,1,497902.17,650.0,444.0,182.88417631,410831.5,583.0,422.0,183.40691964,421866.1,561.0,406.0,184.86682734,308389.65,440.0,348.0,185.88887884,16597.84,25,25.0,189.6896,0.0091758463
Constulose,Lactulose,1,2901607.76,135079.0,55507.0,0.018935061,3934370.6,144642.0,61302.0,0.0237831238,4842624.04,168857.0,69901.0,0.0243017935,4983548.31,166904.0,70150.0,0.0260629157,5337541.38,191499,84604.0,0.025182776,0.0738885786
Contrave,Naltrexone HCl/Bupropion HCl,1,110366.04,247.0,75.0,2.4140081804,71731.75,182.0,50.0,2.2866353204,104905.29,288.0,114.0,2.4904515348,447017.41,462.0,182.0,5.1106394339,1583918.31,1707,635.0,5.5722915824,0.2326045714
Conzip,Tramadol HCl,1,180874.26,374.0,78.0,13.348984522,120822.49,207.0,44.0,14.352458379,103826.35,160.0,36.0,16.048519766,49539.92,82.0,13.0,16.048036038,42302.88,58,,15.399773898,0.0363740469
Copaxone,Glatiramer Acetate,1,836919238.59,128170.0,15871.0,438.85835705,713588637.07,107923.0,12092.0,439.82691878,556474218.61,82866.0,9680.0,442.79881578,456598002.83,67063.0,7923.0,450.11196759,369370973.63,54312,6385.0,454.50731578,0.0087977996
Copiktra,Duvelisib,2,7823674.52,642.0,171.0,220.1983761,13472024.28,1048.0,207.0,229.23357516,15764694.72,1022.0,213.0,268.40191369,21701747.39,1050.0,214.0,332.5810956,21882635.15,732,148.0,439.75293588,0.1887722509
Cordran,Flurandrenolide,1,,,2802.0,,3082694.66,3315.0,2659.0,726.36135263,3887544.12,4134.0,2307.0,747.65866535,3549293.91,3650.0,2015.0,766.32745985,3438697.74,3352,1839.0,804.94241483,0.0348340126
Coreg,Carvedilol,2,1315207.06,2985.0,1373.0,4.8593625695,2262404.37,3839.0,1022.0,4.8326806221,2589600.71,3883.0,1059.0,5.1008069792,2597201.16,3270.0,916.0,5.9296529374,613039.37,858,470.0,6.6954237668,0.0834270922
Coreg Cr,Carvedilol Phosphate,3,14882358.99,28570.0,6671.0,7.879119792,12709444.78,23117.0,5217.0,7.6980434175,10923837.86,17874.0,4185.0,8.3035739922,6332229.44,8969.0,1987.0,10.739721495,9529111.73,6774,1434.0,21.100642461,0.2792472552
Corgard,Nadolol,1,,,498.0,,,,465.0,,,,382.0,,278271.78,652.0,344.0,4.6601435072,415248.91,1015,240.0,4.7081184924,0.0102947442
Corlanor,IVabradine HCl,1,21487019.6,37224.0,7673.0,7.4372613583,26465187.33,41918.0,8390.0,7.8322608677,31260406.42,44918.0,9627.0,8.4170591692,38416173.1,49849.0,10929.0,9.1613055576,47305472.09,55305,12415.0,9.9549254691,0.0756134948
Cortef,Hydrocortisone,1,626115.68,2771.0,552.0,1.4532826592,849897.75,5779.0,1705.0,1.2542218503,729899.14,3993.0,1009.0,1.3110536132,662981.23,2945.0,658.0,1.367159258,682964.44,2769,669.0,1.3490840864,-0.01842784
Cortenema,Hydrocortisone,1,,,,,19778.68,51.0,34.0,0.3506858156,27112.68,68.0,30.0,0.3648689239,7375.86,20.0,14.0,0.3770889571,6708.18,26,18.0,0.3641791531,0.0126645969
Cortifoam,Hydrocortisone Acetate,1,7818.72,17.0,,27.434105263,10096.34,18.0,12.0,27.287405405,258052.88,467.0,281.0,26.796768432,411576.65,652.0,375.0,28.492672205,527716.27,799,430.0,28.649091748,0.010892593
Cortisporin-Tc,Neomyc/Colist/Hydrocort/Thonzn,1,813907.39,3299.0,3067.0,24.032461984,2404479.28,9786.0,8819.0,23.962242873,2314854.67,9267.0,8337.0,24.175775397,1426686.03,5726.0,5218.0,24.328326143,472318.27,1904,1785.0,24.49402427,0.0047672477
Cortrophin,Corticotropin,1,,,,,,,,,,,,,17567238.22,298.0,100.0,6854.170199,70772428.98,1113,326.0,7182.1015811,0.0478440676
Cosela,Trilaciclib Dihydrochloride,1,,,,,,,,,,,,,,,,,80222.8,11,,1604.456,
Cosentyx (2 Syringes),Secukinumab,1,48271340.08,7082.0,1413.0,2628.7284256,58457543.69,8274.0,1528.0,2807.8939281,66486316.06,9225.0,1601.0,3001.0975923,76556780.62,10118.0,1707.0,3227.1121115,83127763.72,10428,1677.0,3539.0082047,0.077169287
Cosentyx Sensoready (2 Pens),Secukinumab,1,402771805.4,60647.0,9636.0,2622.1610607,523818044.22,77211.0,11302.0,2788.5652757,639101529.95,90917.0,12929.0,3000.0682064,752297596.61,102273.0,13830.0,3239.7993007,852693125.47,108263,14435.0,3527.0231861,0.076929411
Cosentyx Sensoready Pen,Secukinumab,1,98346327.07,12789.0,2720.0,5275.8074712,120773124.26,15263.0,2957.0,5634.3888155,138583127.29,16461.0,3197.0,6088.0871278,172476850.9,19411.0,3579.0,6625.3159797,205397018.81,21549,3872.0,7222.3713496,0.0816773082
Cosentyx Syringe,Secukinumab,1,21879289.69,2734.0,637.0,5291.2429722,24776213.07,3077.0,614.0,5643.7842984,25866753.77,3094.0,616.0,6097.773166,28416902.86,3088.0,627.0,6646.8767418,28302735.32,3027,589.0,7219.7825885,0.0807907118
Cosentyx Unoready Pen,Secukinumab,1,,,,,,,,,,,,,,,,,19220597.49,1466,774.0,3672.9595815,
Cosopt,Dorzolamide HCl/Timolol Maleat,2,109793.07,487.0,359.0,19.191237546,547553.07,1875.0,835.0,18.939264294,588713.14,2026.0,740.0,19.591119468,596262.99,2067.0,787.0,19.907949317,519524.93,1662,660.0,21.39144915,0.0275058576
Cosopt PF,Dorzolamide/Timolol/PF,2,11673931.41,52375.0,13172.0,2.6458522521,8593561.66,35018.0,7956.0,2.6312650466,6192007.38,24291.0,6088.0,2.6619237793,6293506.37,20821.0,5218.0,3.0194660826,5143821.25,15302,4123.0,3.1961579254,0.0483725963
Cotellic,Cobimetinib Fumarate,1,3480749.51,612.0,120.0,116.37410598,4152985.83,720.0,163.0,116.61759604,5315892.19,920.0,180.0,117.97887589,5979371.58,1049.0,177.0,123.33941665,6345615.78,1110,199.0,131.03737207,0.0301126117
Cotempla XR-ODT,Methylphenidate,1,58804.12,98.0,24.0,12.460264894,93132.46,133.0,22.0,14.611724524,102541.56,160.0,21.0,15.646793296,146428.29,221.0,35.0,15.816986539,237330.42,294,55.0,16.887342772,0.0789678665
Cozaar,Losartan Potassium,1,,,5177.0,,,,5552.0,,1473749.46,4453.0,4350.0,4.1172547588,4895617.68,14891.0,3857.0,4.3327482182,4844418.02,13269,3141.0,4.7042190727,0.0689069457
Creon,Lipase/Protease/Amylase,1,809796978.62,722168.0,149259.0,6.2170472943,960235541.83,743843.0,153962.0,6.8804902025,1111601793.4,769671.0,163217.0,7.5561759421,1310801527.6,809625.0,173877.0,8.2705657478,1466866602.5,839848,185325.0,8.8702102469,0.0929176401
Cresemba*,Isavuconazonium Sulfate,1,41885905.66,8007.0,1990.0,95.981416176,55590672.3,10209.0,2342.0,92.976007101,59881232.63,10606.0,2552.0,96.917964127,72575256.28,12149.0,2934.0,101.69276945,95684253.21,14677,3570.0,110.14781325,0.0350162813
Crestor,Rosuvastatin Calcium,1,59381119.74,120530.0,29161.0,8.4824048975,54380617.56,100389.0,23807.0,8.7206011197,48218264.41,81881.0,19884.0,9.1889168659,42887889.47,69973.0,17296.0,9.27410755,38872959.35,61803,15283.0,9.3202883559,0.0238293788
Crinone,"Progesterone, Micronized",1,60908.49,82.0,84.0,26.629572631,75143.49,144.0,62.0,22.982737214,79960.05,146.0,57.0,22.532513852,64614.51,121.0,49.0,23.00788609,70800.59,123,48.0,22.417187291,-0.042135163
Cromolyn Sodium*,Cromolyn Sodium,8,7550922.51,93359.0,42149.0,1.1719400398,9033774.87,98820.0,40522.0,1.3894417046,9916735.79,89924.0,38363.0,1.2800919355,10522667.54,97425.0,40522.0,1.2930401501,9058332.44,88121,37634.0,1.2941746226,0.0251133085
Crotan,Crotamiton,1,,,,,,,,,,,,,1428065.07,834.0,441.0,5.7996258437,13587999.07,4892,2145.0,6.872497198,0.1849897533
Cryselle,Norgestrel-Ethinyl Estradiol,1,365855.96,12315.0,2271.0,0.6547593617,386071.45,12223.0,2414.0,0.659929763,340431.8,11024.0,2240.0,0.6388550475,304358.39,10156.0,1805.0,0.6485618242,280868.94,9122,1622.0,0.6675244913,0.0048387439
Crysvita,Burosumab-Twza,2,6239192.04,318.0,37.0,8982.2141853,18706131.11,904.0,74.0,9077.7215914,24890865.35,1224.0,85.0,9414.5668716,31146026.5,1398.0,97.0,10085.403443,38599104.37,1488,120.0,10968.757178,0.0512197311
Cuprimine,Penicillamine,1,21821325.59,904.0,181.0,256.19101144,5088859.26,257.0,47.0,243.04419047,3404408.62,106.0,24.0,263.35643382,2531209.74,58.0,12.0,267.00524684,2095298.64,64,,258.48737232,0.0022333748
Curity,Gauze Bandage,1,1244.84,184.0,70.0,0.0352680836,733.92,123.0,71.0,0.0515417901,997.99,123.0,55.0,0.0593005245,1357.85,147.0,75.0,0.0604054376,848.32,75,43.0,0.0564795794,0.1249349195
Curity Alcohol Preps,Alcohol Antiseptic Pads,1,6732.64,4138.0,2188.0,0.0081119858,13896.47,5699.0,3371.0,0.0126099751,12858.15,4475.0,2059.0,0.0152467338,7174.52,2380.0,1327.0,0.0172251179,2548.09,792,418.0,0.0186479267,0.231333917
Cutaquig,Immun Glob G(IgG)-Hipp/Maltose,2,,,,,894854.83,148.0,19.0,32.789746714,3119923.03,414.0,38.0,33.084667391,4037728.01,514.0,46.0,33.18650314,4278989.2,667,48.0,33.274712938,0.0049059519
Cuvitru,Immun Glob G(IgG)/Gly/IgA Ov50,1,13290542.3,3162.0,214.0,35.573244731,15085844.56,2584.0,224.0,36.424273539,18713912.64,2846.0,244.0,38.35137363,24448569.99,3625.0,315.0,40.010177952,34214380.93,5045,420.0,42.278765375,0.0441182916
Cuvposa,Glycopyrrolate,1,1997078.61,4296.0,1140.0,1.1089736884,1457799.48,2982.0,628.0,1.1008605088,1483412.96,2811.0,574.0,1.1061463663,640605.33,1313.0,335.0,1.0632220672,266777.87,553,131.0,1.0170785389,-0.021393013
Cuvrior,Trientine Tetrahydrochloride,1,,,,,,,,,,,,,,,,,378236.74,21,,191.41535425,
Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),14,209193.77,10733.0,3571.0,5.587454749,171101.05,11327.0,3733.0,4.2657990664,1718651.98,186578.0,64765.0,2.7692145554,2210606.28,224750.0,78607.0,2.7871502657,2301796.62,273263,94113.0,2.374717475,-0.192580038
Cyclobenzaprine HCl,Cyclobenzaprine HCl,19,62756134.97,5142460.0,1858853.0,0.1958973914,73741276.13,5575397.0,1851670.0,0.2120726195,82301683.15,5931542.0,2066816.0,0.2265133591,89152364.43,6193736.0,2187045.0,0.2373370785,70256097.3,6851344,2458292.0,0.1693792185,-0.035709545
Cyclobenzaprine HCl ER,Cyclobenzaprine HCl,3,1173785.8,1662.0,805.0,16.5098847,1591165.91,2551.0,1034.0,13.580985065,3033033.32,3601.0,1121.0,16.483892865,3656485.01,4030.0,1220.0,18.944641562,3316182.75,4546,1385.0,16.629978281,0.0018135708
Cyclogyl,Cyclopentolate HCl,1,19710.28,365.0,273.0,8.3733454034,20002.72,322.0,259.0,8.2753834395,25075.53,345.0,252.0,7.8465110972,16540.2,229.0,176.0,8.6767342766,27053.18,366,272.0,10.760968348,0.0647265577
Cyclomydril,Cyclopentolate/Phenylephrine,1,623.95,15.0,13.0,20.798333333,,,,,638.33,16.0,14.0,14.5075,,,,,744.6,13,13.0,23.26875,0.0284569795
Cyclopentolate HCl,Cyclopentolate HCl,3,362656.99,26181.0,18479.0,2.6726570293,267667.4,19457.0,13733.0,2.6581205373,201762.57,14104.0,10649.0,2.497019255,292539.68,20104.0,14780.0,2.833644135,292818.85,21704,15922.0,2.6121205997,-0.005711313
Cyclophosphamide*,Cyclophosphamide,12,3821341.51,6114.0,2001.0,92.203734367,3340840.43,6216.0,1828.0,78.654573055,2857636.38,5645.0,1726.0,86.59735503,2990730.21,5928.0,1805.0,96.090063399,2728832.33,5645,1621.0,101.28707278,0.0237675914
Cycloserine,Cycloserine,2,264615.76,83.0,18.0,61.267830516,117164.08,40.0,12.0,63.093204093,121148.0,39.0,11.0,67.155210643,151728.18,37.0,,73.618719068,155599.02,30,,69.963876078,0.0337376638
Cycloset,Bromocriptine Mesylate,1,3915879.01,5799.0,1274.0,4.1361016038,3948075.43,5351.0,1088.0,4.4119870437,3951290.15,4611.0,975.0,4.8476615523,3634070.3,3929.0,839.0,5.3027349267,3241662.3,3358,777.0,5.7398224401,0.0853675044
Cyclosporine Modified,"Cyclosporine, Modified",4,9163273.72,49202.0,9601.0,1.6301482069,9686463.53,48804.0,9524.0,1.6104630521,8474964.95,45362.0,9408.0,1.4854615625,7925615.55,43325.0,8919.0,1.407440632,7444366.86,41843,8802.0,1.4004577046,-0.037256209
Cyclosporine*,Cyclosporine,6,6708289.04,12569.0,3112.0,5.8220342812,7435590.34,12845.0,3098.0,5.9465796959,7426410.49,13269.0,3288.0,5.7889187319,112994237.88,188162.0,96639.0,6.6105785669,255901494.23,472423,188711.0,5.6574870916,-0.007141854
Cyltezo(Cf),Adalimumab-Adbm,1,,,,,,,,,,,,,,,,,275108.32,36,19.0,3438.854,
Cyltezo(Cf) Pen,Adalimumab-Adbm,1,,,,,,,,,,,,,,,,,1417327.61,184,88.0,3490.9547044,
Cymbalta,Duloxetine HCl,1,22047569.2,42761.0,7215.0,8.1937608909,21850948.06,38747.0,6497.0,8.4571204308,20580784.44,33481.0,5773.0,8.8824925622,19439248.24,29410.0,5232.0,9.2373345605,18144205.15,25987,4693.0,9.5660940347,0.0394721065
CyproHEPtadine HCl,CyproHEPtadine HCl,15,6923475.42,190233.0,60329.0,0.5127326,7340367.67,199480.0,60978.0,0.4984132661,6623531.06,200602.0,62986.0,0.4304295154,6431392.99,206181.0,65930.0,0.395333064,6467229.68,211526,66484.0,0.3916468449,-0.065130642
Cyramza,Ramucirumab,1,2992343.37,346.0,79.0,119.3973249,2738812.51,271.0,68.0,126.00948378,3028499.15,294.0,71.0,132.76701522,3653498.85,350.0,78.0,140.37418396,3797756.54,363,76.0,150.0178294,0.0587345121
Cyred Eq,Desogestrel-Ethinyl Estradiol,1,1717.88,69.0,15.0,0.7217983193,2264.6,87.0,14.0,0.7286357786,2482.98,102.0,16.0,0.6667508056,2635.19,135.0,25.0,0.5128824445,1019.99,46,19.0,0.4670283883,-0.103125134
Cystadane,Betaine,1,3248891.43,981.0,103.0,8.8607740959,3490250.29,1037.0,108.0,9.2510874947,3813679.09,1061.0,101.0,9.7054997964,4191099.9,1040.0,101.0,10.661121032,2900641.92,757,89.0,10.679043958,0.0477681133
Cystadrops,Cysteamine HCl,1,,,,,166225.85,22.0,12.0,365.33153846,2925444.62,366.0,51.0,392.41376526,2909441.15,345.0,49.0,413.86076102,2301078.47,263,30.0,424.55322325,0.0513524366
Cystagon,Cysteamine Bitartrate,1,65839.87,155.0,26.0,0.7452672979,65489.43,128.0,23.0,0.7792921938,55267.3,86.0,16.0,0.8821614501,60165.34,114.0,18.0,0.8561629766,75219.15,141,20.0,0.9156663094,0.0528252511
Cystaran,Cysteamine HCl,1,3096880.53,460.0,64.0,108.32041028,2425528.05,364.0,54.0,110.1511376,,,,,956416.16,132.0,29.0,120.75961616,2015519.08,233,25.0,144.94923265,0.0755396022
Cytarabine,Cytarabine,1,583.85,36.0,14.0,0.6145142617,912.9,50.0,15.0,0.6264066531,421.75,36.0,12.0,0.5998179569,303.63,24.0,13.0,0.5777266154,211.21,15,,0.5708378378,-0.018262915
